id,question,gt,predicted,sas,model
22_7,Tell me about turmeric.,Turmeric is the spice that gives curry its yellow color. ... Curcumin is the main active ingredient in turmeric.,Turmeric is one of the most popular Indian spices.,0.81,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
22_7,Tell me about turmeric.,Turmeric is the spice that gives curry its yellow color. ... Curcumin is the main active ingredient in turmeric.,Turmeric is an Indian spice blend.,0.8,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
22_7,Tell me about turmeric.,Turmeric is the spice that gives curry its yellow color. ... Curcumin is the main active ingredient in turmeric.,"In Indian cuisine, turmeric is often used as a spice.",0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
22_7,Tell me about turmeric.,Turmeric is the spice that gives curry its yellow color. ... Curcumin is the main active ingredient in turmeric.,Turmeric is an Indian spice.,0.81,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
22_7,Tell me about turmeric.,Turmeric is the spice that gives curry its yellow color. ... Curcumin is the main active ingredient in turmeric.,Turmeric is a spice that is used in Indian cooking.,0.83,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
22_8,Are there any benefits of consuming turmeric?,"Turmeric and especially its most active compound curcumin have many scientifically-proven health benefits, such as the potential to prevent heart disease, Alzheimer's and cancer. It's a potent anti-inflammatory and antioxidant and may also help improve symptoms of depression and arthritis.","Consuming turmeric is one of the benefits of taking a holistic supplement. It is also known as curcumin, which is used to help keep energy in the body",0.86,torch-scai-qrecc21-test-dataset-2021-07-20-torch-usi_T5_raw2-2021-09-20-05-42-29
22_8,Are there any benefits of consuming turmeric?,"Turmeric and especially its most active compound curcumin have many scientifically-proven health benefits, such as the potential to prevent heart disease, Alzheimer's and cancer. It's a potent anti-inflammatory and antioxidant and may also help improve symptoms of depression and arthritis.","Research has shown that it contains compounds with medicinal properties, the most important of which is curcumin, the main active ingredient in turmeric.",0.84,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-07-07-57
22_8,Are there any benefits of consuming turmeric?,"Turmeric and especially its most active compound curcumin have many scientifically-proven health benefits, such as the potential to prevent heart disease, Alzheimer's and cancer. It's a potent anti-inflammatory and antioxidant and may also help improve symptoms of depression and arthritis.","Turmeric has many benefits. It is used to treat arthritis, inflammation, and cancer.",0.86,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
22_8,Are there any benefits of consuming turmeric?,"Turmeric and especially its most active compound curcumin have many scientifically-proven health benefits, such as the potential to prevent heart disease, Alzheimer's and cancer. It's a potent anti-inflammatory and antioxidant and may also help improve symptoms of depression and arthritis.",Turmeric has been shown to have anti-inflammatory and antioxidant properties.,0.82,ultron-scai-qrecc21-test-dataset-2021-07-20-ultron-no-run-identifier-2021-09-04-17-16-58
22_8,Are there any benefits of consuming turmeric?,"Turmeric and especially its most active compound curcumin have many scientifically-proven health benefits, such as the potential to prevent heart disease, Alzheimer's and cancer. It's a potent anti-inflammatory and antioxidant and may also help improve symptoms of depression and arthritis.",Turmeric is widely known for its anti-inflammatory properties.,0.81,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-08-40
22_10,What is the most expensive spice and why?,Saffron's reputation as the most expensive spice in the world is because of the growing process. Only a small part of the saffron flower—the stigmata—is actually used for the spice.,Saffron is the most expensive spice in the world.,0.86,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
22_10,What is the most expensive spice and why?,Saffron's reputation as the most expensive spice in the world is because of the growing process. Only a small part of the saffron flower—the stigmata—is actually used for the spice.,"As the most expensive spice in India, saffron is considered to be one of the most valuable spices in the world due to its therapeutic properties.",0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-21-49-44
22_10,What is the most expensive spice and why?,Saffron's reputation as the most expensive spice in the world is because of the growing process. Only a small part of the saffron flower—the stigmata—is actually used for the spice.,"As the most expensive spice in the world, you may wonder if saffron is worth it, and you might wonder what it tastes like.",0.82,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-07-49
22_10,What is the most expensive spice and why?,Saffron's reputation as the most expensive spice in the world is because of the growing process. Only a small part of the saffron flower—the stigmata—is actually used for the spice.,"saffron is one of the most expensive spices in the world, which is mostly why it is used sparingly.",0.9,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-15-09-06-44
22_10,What is the most expensive spice and why?,Saffron's reputation as the most expensive spice in the world is because of the growing process. Only a small part of the saffron flower—the stigmata—is actually used for the spice.,The most expensive spice is saffron. It is used in many dishes and is very expensive.,0.87,gpt3-scai-qrecc21-test-dataset-2021-07-20-scai-qrecc21-gpt3-baseline-no-run-identifier-2021-07-21-08-56-42
23_3,How much do Holsteins produce?,"The average Holstein cow produces around 23,000 pounds of milk, or 2,674 gallons, of milk each lactation. With a standard lactation lasting 305 days, that comes out to 75 pounds, or almost 9 gallons of milk per cow per day.","The average Holstein cow produces around 23,000 pounds of milk, or 2,674 gallons of milk each lactation.",0.96,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-rag-bm25_100-ground_truth_rewrites-submission_correct_turn_no-2021-09-19-18-40-28
23_3,How much do Holsteins produce?,"The average Holstein cow produces around 23,000 pounds of milk, or 2,674 gallons, of milk each lactation. With a standard lactation lasting 305 days, that comes out to 75 pounds, or almost 9 gallons of milk per cow per day.","The average Holstein cow produces around 23,000 pounds of milk, or 2,674 gallons",0.93,ultron-scai-qrecc21-test-dataset-rewritten-2021-07-20-ultron-no-run-identifier-2021-09-08-15-04-28
23_3,How much do Holsteins produce?,"The average Holstein cow produces around 23,000 pounds of milk, or 2,674 gallons, of milk each lactation. With a standard lactation lasting 305 days, that comes out to 75 pounds, or almost 9 gallons of milk per cow per day.","Holstein cows produce around 23,000 pounds of milk per day.",0.88,rachael-scai-qrecc21-test-dataset-2021-07-20-rachael-no-run-identifier-2021-09-08-15-40-34
